t_ms,ax_mps2,ay_mps2,az_mps2
8336,0.1961,-0.6669,10.0812
8356,0.0000,-0.3530,9.5321
8376,0.0392,-0.5492,9.7674
8396,0.0392,-0.7845,9.6890
8416,-0.0785,-0.4315,9.5321
8436,0.0785,-0.7845,10.3166
8456,0.1177,-0.4315,9.1006
8476,0.0785,-0.5492,9.8459
8496,0.0392,-0.9022,9.8459
8516,0.1177,-0.5099,9.7282
8536,0.2354,-0.8238,10.1205
8556,-0.1961,-0.3530,9.5321
8576,0.0000,-0.3530,9.4928
8596,0.1961,-0.6669,9.8459
8616,0.1177,-0.2354,9.6105
8636,0.1569,-0.9414,11.0619
8656,0.1569,-0.3530,8.7868
8676,0.0392,-0.1569,9.4536
8696,0.1961,-1.0591,9.7282
8716,0.1177,-0.6276,9.6890
8736,0.0000,-0.6276,9.6497
8756,0.1961,-0.7061,9.6890
8776,-0.1177,-0.5492,10.2774
8796,0.0785,-0.9022,9.4144
8816,-0.1177,-0.5884,9.6497
8836,0.1177,-0.6276,10.3166
8856,0.0000,-0.5884,8.9437
8876,0.0785,-0.3530,10.5127
8896,0.3923,-1.0199,9.7674
8916,-0.3138,-0.4315,9.3752
8936,0.0785,-0.7453,10.6304
8956,0.2354,-0.6276,9.5713
8976,-0.2746,-0.4707,9.8067
8996,-0.1569,-0.7453,10.1205
9016,0.0785,-0.6276,9.1006
9036,-0.0392,-0.5099,10.7481
9056,-0.1177,-0.5099,9.1006
9076,0.2746,-0.3530,9.9243
9096,0.3138,-0.7061,9.8851
9116,-0.0392,-0.3530,9.2967
9136,0.3530,-0.5884,10.0812
9156,0.0392,-0.5884,9.2575
9176,-0.0785,-0.3923,10.2774
9196,0.2746,-0.7061,10.1597
9216,-0.1569,-0.4707,9.1006
9236,-0.0392,-0.7061,10.1597
9256,0.0000,-0.8630,9.5321
9276,0.0000,-0.3530,9.8459
9296,0.0785,-0.7453,10.1989
9316,-0.0392,-0.3923,9.3752
9336,0.0785,-0.5099,9.6890
9356,-0.0392,-0.6276,9.2575
9376,0.0785,-0.5099,9.5713
9396,0.1177,-0.5099,10.2774
9416,-0.1177,-0.7061,9.3359
9436,0.2746,-0.3530,9.8067
9456,0.0392,-0.6276,10.1989
9476,-0.1569,-0.3530,9.9243
9496,0.4707,-0.7061,9.8459
9516,-0.2746,-0.5884,10.2774
9536,0.0785,-0.1961,9.4928
9556,0.1961,-0.7845,9.7674
9576,-0.3923,-0.4707,10.1205
9596,0.3138,-0.6276,10.1597
9616,0.2354,-0.5099,9.3359
9636,-0.1177,-0.3530,9.8459
9656,0.2354,-0.7845,10.0812
9676,0.1177,-0.3138,9.6497
