t_ms,ax_mps2,ay_mps2,az_mps2
13216,0.3923,-0.6276,9.8459
13236,0.2354,-0.6669,9.8067
13256,0.3138,-0.6669,9.8851
13276,0.3138,-0.7453,9.8459
13296,0.2354,-0.7061,9.8067
13316,0.3138,-0.6669,9.9636
13336,0.3923,-0.7453,9.8067
13356,0.3138,-0.5884,9.8459
13376,0.3138,-0.7061,9.8459
13396,0.3138,-0.6669,9.8067
13416,0.3138,-0.7061,9.8851
13436,0.3530,-0.6669,9.8459
13456,0.3530,-0.6276,9.8459
13476,0.2746,-0.7061,9.8067
13496,0.3138,-0.6276,9.7282
13516,0.2746,-0.5492,9.8067
13536,0.3530,-0.7845,9.8851
13556,0.2354,-0.6276,9.8459
13576,0.3923,-0.6276,9.8459
13596,0.2746,-0.7845,9.8459
13616,0.3530,-0.6276,9.8067
13636,0.3923,-0.7453,9.8459
13656,0.2746,-0.7453,9.8067
13676,0.3923,-0.7061,9.8459
13696,0.3923,-0.7845,9.8851
13716,0.3138,-0.6276,9.7674
13736,0.3530,-0.7845,9.8067
13756,0.2746,-0.6276,9.8851
13776,0.3530,-0.6276,9.8067
13796,0.3138,-0.7061,9.7674
13816,0.3138,-0.6276,9.8851
13836,0.3530,-0.7453,9.8067
13856,0.3923,-0.7061,9.8067
13876,0.3138,-0.7453,9.8851
13896,0.3530,-0.8238,9.8459
13916,0.3138,-0.6669,9.8067
13936,0.3530,-0.7845,9.8067
13956,0.3138,-0.7061,9.8067
13976,0.3530,-0.7061,9.8067
13996,0.2746,-0.7061,9.7674
14016,0.3530,-0.6276,9.7674
14036,0.2746,-0.7845,9.8459
14056,0.3923,-0.7453,9.8459
14076,0.2746,-0.7061,9.8459
14096,0.3530,-0.7453,9.8851
14116,0.3138,-0.5884,9.7674
14136,0.3530,-0.7061,9.9243
14156,0.3138,-0.7453,9.8067
14176,0.3138,-0.5884,9.7674
14196,0.3138,-0.7061,9.8067
14216,0.3530,-0.6276,9.7674
14236,0.3530,-0.5884,9.8067
14256,0.2746,-0.7453,9.8067
14276,0.3923,-0.5492,9.8459
14296,0.3138,-0.7453,9.8459
14316,0.3138,-0.7453,9.8459
14336,0.3138,-0.6276,9.8459
14356,0.3138,-0.6276,9.9243
14376,0.3530,-0.6669,9.8067
14396,0.4315,-0.7061,9.8851
14416,0.3138,-0.6276,9.7674
14436,0.3530,-0.6669,9.8459
14456,0.2746,-0.6669,9.8851
14476,0.3138,-0.6669,9.8851
14496,0.3530,-0.6669,9.8851
14516,0.2746,-0.7845,9.8067
14536,0.2746,-0.6276,9.8459
14556,0.3138,-0.7453,9.9636
14576,0.2746,-0.6276,9.9243
14596,0.3138,-0.5884,9.7282
14616,0.3530,-0.7845,9.8851
14636,0.3530,-0.6669,9.8067
14656,0.3530,-0.6669,9.8851
14676,0.2354,-0.8238,9.8067
14696,0.3138,-0.7061,9.9243
14716,0.3530,-0.8238,9.8067
14736,0.2746,-0.7453,9.7674
14756,0.3138,-0.7061,9.8851
14776,0.3138,-0.8630,9.8459
14796,0.3138,-0.6669,9.8067
14816,0.3138,-0.7453,9.8459
14836,0.2746,-0.8238,9.8459
14856,0.3530,-0.5884,9.8851
14876,0.3138,-0.7845,9.9243
14896,0.3530,-0.5884,9.7674
14916,0.3138,-0.7453,9.9243
14936,0.3923,-0.8238,9.8851
14956,0.3138,-0.6276,9.8067
14976,0.3138,-0.7453,9.8851
14996,0.2354,-0.7061,9.8067
15016,0.3530,-0.6669,9.7674
15036,0.2746,-0.8238,9.8851
15056,0.3923,-0.6276,9.8067
15076,0.3138,-0.7845,9.8459
15096,0.3138,-0.7845,9.8851
15116,0.3138,-0.5884,9.7674
15136,0.2354,-0.7061,9.8459
15156,0.3138,-0.7845,9.9243
15176,0.3530,-0.7061,9.9243
15196,0.2746,-0.8238,9.8067
15216,0.3530,-0.6669,9.8067
15236,0.3923,-0.7061,9.8459
15256,0.2354,-0.7061,9.8067
15276,0.4315,-0.7061,9.9243
15296,0.2354,-0.8630,9.8459
15316,0.2354,-0.7061,9.8067
15336,0.2746,-0.6669,9.9636
15356,0.2354,-0.8630,9.9636
15376,0.2746,-0.7061,9.8851
15396,0.2746,-0.7845,9.9243
15416,0.3138,-0.7061,9.8851
15436,0.3138,-0.7061,9.8067
15456,0.3138,-0.7845,9.8067
15476,0.3138,-0.5492,9.8851
15496,0.2746,-0.7061,9.7674
15516,0.3138,-0.5492,9.8067
15536,0.3923,-0.8630,9.7674
15556,0.2746,-0.7453,9.6890
15576,0.3138,-0.6669,9.8851
15596,0.3138,-0.8238,9.8459
15616,0.3530,-0.6669,9.8459
15636,0.2354,-0.7061,9.7674
15656,0.2746,-0.7453,9.8459
15676,0.2746,-0.6276,9.8067
15696,0.3138,-0.7845,9.9243
15716,0.3923,-0.6669,9.9243
15736,0.3138,-0.7061,9.8459
15756,0.2354,-0.7845,9.7674
15776,0.2746,-0.6276,9.8067
15796,0.2354,-0.7061,9.8459
15816,0.3138,-0.7453,9.8459
15836,0.3530,-0.7061,9.8459
15856,0.2746,-0.7061,9.8851
15876,0.2354,-0.6669,9.8459
15896,0.4315,-0.7061,9.9243
15916,0.2746,-0.7845,9.7282
15936,0.3138,-0.6276,9.8851
15956,0.2746,-0.7061,9.8851
15976,0.3138,-0.7061,9.8067
15996,0.3530,-0.7453,9.7674
16016,0.3138,-0.7061,9.7674
16036,0.3138,-0.7061,9.8459
16056,0.2746,-0.7453,9.9636
16076,0.2746,-0.7061,9.8459
16096,0.3138,-0.7061,9.8851
16116,0.3138,-0.6276,9.7674
16136,0.3138,-0.7845,9.7282
16156,0.3530,-0.8238,9.8851
16176,0.3138,-0.6669,9.8067
16196,0.3138,-0.6669,9.8459
16216,0.3138,-0.7845,9.9636
16236,0.3923,-0.6276,9.8851
16256,0.3138,-0.7061,9.6890
16276,0.3138,-0.8238,9.9243
16296,0.2746,-0.6276,9.8459
16316,0.4315,-0.7061,9.8851
16336,0.3138,-0.6669,9.8459
16356,0.3923,-0.6276,9.8851
16376,0.2354,-0.8238,9.8851
16396,0.3530,-0.7061,9.8459
16416,0.3530,-0.7453,9.8459
16436,0.3530,-0.7453,9.8067
16456,0.4315,-0.6669,9.8067
16476,0.2746,-0.7845,9.8067
16496,0.3138,-0.6276,9.8459
16516,0.3923,-0.5884,9.8067
16536,0.2354,-0.8238,9.8851
16556,0.3138,-0.7061,9.8459
16576,0.2746,-0.7061,9.8459
16596,0.2746,-0.7453,9.8067
16616,0.3138,-0.6669,9.8459
16636,0.2746,-0.7453,9.8459
16656,0.2746,-0.7061,9.8067
16676,0.3530,-0.6669,9.7674
16696,0.3530,-0.8238,9.8851
16716,0.3138,-0.6669,9.8851
16736,0.3530,-0.7061,10.0028
16756,0.3923,-0.7061,9.8067
16776,0.2746,-0.7453,9.8067
16796,0.3530,-0.6669,9.8459
16816,0.3530,-0.7061,9.8851
16836,0.3138,-0.7061,9.8067
16856,0.3530,-0.7061,9.9243
16876,0.2746,-0.6669,9.8459
16896,0.3138,-0.8238,9.8851
16916,0.3138,-0.7061,9.7674
16936,0.2354,-0.8238,9.8459
16956,0.3923,-0.7061,9.8851
16976,0.3138,-0.5492,9.8851
16996,0.3530,-0.8238,9.9243
17016,0.3138,-0.6669,9.9243
17036,0.4315,-0.7061,9.9636
17056,0.3138,-0.7061,9.7282
17076,0.3530,-0.5884,9.7674
17096,0.3138,-0.6669,9.8459
17116,0.3530,-0.7845,9.6497
17136,0.3138,-0.7845,9.8067
17156,0.3138,-0.7061,9.8459
17176,0.3138,-0.7845,9.7674
17196,0.3138,-0.8238,9.8067
17216,0.3530,-0.7061,9.7674
17236,0.3530,-0.7061,9.8459
17256,0.2746,-0.8238,9.8851
17276,0.2746,-0.6669,9.8459
17296,0.2746,-0.7845,9.8459
17316,0.3138,-0.5884,9.8067
17336,0.3530,-0.7061,9.8067
17356,0.2354,-0.7453,9.8459
17376,0.3530,-0.6669,9.7674
17396,0.2746,-0.6669,9.8459
17416,0.3530,-0.7061,9.8459
17436,0.3923,-0.6669,9.7674
17456,0.3138,-0.7061,9.8459
17476,0.2746,-0.6669,9.8851
17496,0.3138,-0.8238,9.8851
17516,0.2746,-0.7845,9.9243
17536,0.3138,-0.7061,9.9243
17556,0.3923,-0.6669,9.8459
17576,0.2354,-0.7061,9.8067
17596,0.3138,-0.7061,9.9243
17616,0.2746,-0.7845,9.8851
17636,0.3530,-0.6669,9.9243
17656,0.3530,-0.7061,9.8459
17676,0.3530,-0.7061,9.8851
17696,0.3138,-0.6669,9.8851
17716,0.3923,-0.7845,9.8459
17736,0.2746,-0.7453,9.8459
17756,0.2746,-0.7061,9.8067
17776,0.3530,-0.7061,9.8067
17796,0.4315,-0.6276,9.7674
17816,0.2746,-0.7061,9.9636
17836,0.3138,-0.6276,9.9243
17856,0.3138,-0.7061,9.8851
17876,0.3923,-0.7453,9.8459
17896,0.3138,-0.6276,9.8067
17916,0.3530,-0.7453,9.8851
17936,0.3530,-0.5884,9.8459
17956,0.2746,-0.7061,9.8459
17976,0.2746,-0.7061,9.8459
17996,0.3138,-0.6669,9.8067
18016,0.3138,-0.7845,9.8459
18036,0.2746,-0.6669,9.8067
18056,0.3138,-0.6276,9.8851
18076,0.3138,-0.6669,9.9636
18096,0.3530,-0.6669,9.8067
18116,0.3138,-0.6669,9.8459
18136,0.3530,-0.7061,9.8459
18156,0.2746,-0.6276,9.9243
18176,0.3138,-0.7061,9.9243
18196,0.1961,-0.6669,9.8459
18216,0.3530,-0.7061,9.8067
18236,0.3530,-0.7453,9.8067
18256,0.3530,-0.6669,9.8459
18276,0.3530,-0.7061,9.8067
18296,0.3138,-0.6276,9.8459
18316,0.3138,-0.6669,9.7674
18336,0.3530,-0.7453,9.8459
18356,0.3138,-0.6669,9.9243
18376,0.4707,-0.6276,9.8851
18396,0.3138,-0.7845,9.8067
18416,0.2746,-0.6669,9.9636
18436,0.2746,-0.8238,9.8851
18456,0.3530,-0.6669,9.7674
18476,0.3923,-0.5099,9.8459
18496,0.3530,-0.6669,9.8459
18516,0.3923,-0.6669,9.8067
18536,0.3138,-0.6276,9.7674
18556,0.3530,-0.7453,9.8459
18576,0.3923,-0.6669,9.8459
18596,0.3530,-0.7061,9.8851
18616,0.3530,-0.5884,9.8067
18636,0.4315,-0.7845,9.8459
18656,0.3138,-0.6276,9.7674
18676,0.3138,-0.6276,9.8851
18696,0.3923,-0.7453,10.0028
18716,0.3530,-0.6669,9.7674
18736,0.2746,-0.5884,9.9243
18756,0.3530,-0.6669,9.8851
18776,0.2354,-0.6276,9.7674
18796,0.4315,-0.7061,9.7282
18816,0.2746,-0.7061,9.6105
18836,0.3138,-0.5884,9.8851
18856,0.3138,-0.7845,9.8067
18876,0.3138,-0.6669,9.7282
18896,0.3923,-0.8238,9.8851
18916,0.3530,-0.6669,9.7674
18936,0.3530,-0.7061,9.8851
18956,0.3138,-0.6276,9.8851
18976,0.2746,-0.6276,9.8851
18996,0.2746,-0.7845,9.8067
19016,0.2746,-0.6669,9.7674
19036,0.3530,-0.5492,9.8067
19056,0.3923,-0.6669,9.8459
19076,0.3138,-0.6669,9.8459
19096,0.3923,-0.6276,9.8459
19116,0.3138,-0.7061,9.7282
19136,0.3923,-0.5884,9.7282
19156,0.3530,-0.7061,9.8067
19176,0.3138,-0.6276,9.8459
19196,0.3138,-0.6276,9.8851
19216,0.4315,-0.6669,9.8459
19236,0.3530,-0.6669,9.8067
19256,0.3923,-0.6669,9.8851
19276,0.3530,-0.7453,9.8459
19296,0.3530,-0.5884,9.8067
19316,0.3138,-0.7061,9.8459
19336,0.3138,-0.7061,9.8851
19356,0.3923,-0.5492,9.8459
19376,0.2746,-0.7061,9.8851
19396,0.5099,-0.5884,9.8067
19416,0.3138,-0.7061,9.7674
19436,0.3530,-0.7061,9.8459
19456,0.3530,-0.5884,9.8459
19476,0.2746,-0.7061,9.8067
19496,0.3530,-0.5884,9.8459
19516,0.3530,-0.7453,9.8067
19536,0.2746,-0.7061,9.8067
19556,0.3923,-0.6669,9.7674
19576,0.3138,-0.7845,9.9243
19596,0.3923,-0.6276,9.8851
19616,0.3530,-0.7061,9.8459
19636,0.3138,-0.6669,9.7674
19656,0.2746,-0.6276,9.8459
19676,0.3530,-0.7845,9.8459
19696,0.3138,-0.5884,9.7674
19716,0.3530,-0.7061,9.7674
19736,0.3530,-0.6669,9.8067
19756,0.3530,-0.7453,9.8067
19776,0.3138,-0.7453,9.8067
19796,0.2746,-0.5884,9.8067
19816,0.3923,-0.7061,9.8459
19836,0.3138,-0.6669,9.7674
19856,0.3138,-0.4707,9.7674
19876,0.3530,-0.7453,9.9636
19896,0.3530,-0.7061,9.8067
19916,0.3923,-0.6669,9.8459
19936,0.3530,-0.7845,9.8851
19956,0.3530,-0.5884,9.7674
19976,0.2746,-0.6669,9.8459
19996,0.3138,-0.6276,9.8459
20016,0.3530,-0.6669,9.8851
20036,0.3138,-0.7061,9.9243
20056,0.3138,-0.7453,9.8459
20076,0.3530,-0.6669,9.8459
20096,0.3530,-0.6669,9.7282
20116,0.3923,-0.6669,9.7674
20136,0.3923,-0.6276,9.8459
20156,0.2746,-0.6669,9.7674
20176,0.3923,-0.6276,9.8851
20196,0.3530,-0.6276,9.8851
20216,0.3923,-0.7061,9.8459
20236,0.4315,-0.5884,9.8067
20256,0.3530,-0.7453,9.8067
20276,0.2746,-0.6276,9.8459
20296,0.3923,-0.7061,9.7674
20316,0.3138,-0.6669,9.8459
20336,0.3530,-0.5884,9.8459
20356,0.2746,-0.7061,9.8067
20376,0.3138,-0.6276,9.8459
20396,0.3530,-0.7061,9.8851
20416,0.3530,-0.7453,9.8067
20436,0.3530,-0.6669,9.8459
20456,0.2746,-0.7453,9.9243
20476,0.3138,-0.6276,9.8067
20496,0.3138,-0.7061,9.7674
20516,0.2746,-0.5492,9.8067
20536,0.3138,-0.6276,9.7282
20556,0.3530,-0.6669,9.8459
20576,0.3138,-0.6669,9.9243
20596,0.5099,-0.7845,9.7674
20616,0.3530,-0.5492,9.7282
20636,0.3138,-0.5492,9.6890
20656,0.3923,-0.7453,9.7674
20676,0.2746,-0.7061,9.8067
20696,0.3138,-0.6276,9.8459
20716,0.3530,-0.7845,9.8459
20736,0.3923,-0.6276,9.8851
20756,0.3138,-0.6276,9.8459
20776,0.3923,-0.6669,9.8067
