t_ms,ax_mps2,ay_mps2,az_mps2
5916,0.3923,-0.4707,9.6105
5936,0.3530,-0.7061,10.0028
5956,0.3530,-0.8630,9.5713
5976,0.2746,-0.6669,10.0028
5996,0.3530,-0.7061,9.6890
6016,0.2746,-0.6276,9.6105
6036,0.3923,-0.7061,10.0028
6056,0.4315,-0.7845,9.6105
6076,0.2746,-0.5884,9.8851
6096,0.3530,-0.8238,9.9636
6116,0.3530,-0.8238,9.4536
6136,0.4315,-0.5492,10.0812
6156,0.3530,-0.7061,9.6890
6176,0.2354,-0.5492,9.8851
6196,0.3923,-0.7061,9.9636
6216,0.3138,-0.6276,9.6890
6236,0.3138,-0.5884,9.9243
6256,0.3530,-0.9414,9.8851
6276,0.3923,-0.4707,9.6890
6296,0.3530,-0.6669,10.0812
6316,0.3530,-0.8238,9.6497
6336,0.3138,-0.5884,9.8067
6356,0.3923,-0.7453,9.8851
6376,0.3530,-0.6669,9.5713
6396,0.3530,-0.7453,10.1205
6416,0.3923,-0.8238,9.6105
6436,0.2746,-0.4707,9.8067
6456,0.4707,-0.7061,10.0420
6476,0.3530,-0.7845,9.5713
6496,0.3530,-0.5099,10.0028
6516,0.5492,-0.7061,9.6105
6536,0.3138,-0.5492,9.7282
6556,0.3923,-0.6669,10.0028
6576,0.3530,-0.7061,9.6890
6596,0.2746,-0.5492,10.0028
6616,0.4315,-0.7845,9.7674
6636,0.3138,-0.6669,9.5713
6656,0.3923,-0.5884,10.0812
6676,0.3530,-0.7061,9.6105
6696,0.2746,-0.5492,9.8459
6716,0.4315,-0.7453,9.8851
6736,0.3530,-0.5884,9.6890
6756,0.3530,-0.5884,10.0812
6776,0.3138,-0.9022,9.6890
6796,0.3138,-0.5492,9.6890
6816,0.3923,-0.5884,9.8851
6836,0.4315,-0.7061,9.6497
6856,0.3138,-0.5884,10.0028
6876,0.4315,-0.7453,9.8851
6896,0.3923,-0.4707,9.6105
6916,0.3138,-0.7061,10.1597
6936,0.4315,-0.7453,9.6105
6956,0.2354,-0.3530,9.9243
6976,0.3923,-0.7845,9.8851
6996,0.3923,-0.6669,9.4536
7016,0.3530,-0.5492,10.0812
7036,0.4315,-0.7845,9.5713
7056,0.2746,-0.5099,9.8067
7076,0.3530,-0.7061,10.0812
7096,0.4315,-0.5884,9.4536
7116,0.2746,-0.6669,10.1597
7136,0.4707,-0.8630,9.6890
7156,0.3530,-0.5492,9.6105
7176,0.3923,-0.5492,10.1597
7196,0.3923,-0.7453,9.5713
7216,0.3138,-0.6669,9.9636
7236,0.4315,-0.7453,9.6890
7256,0.3923,-0.4707,9.5321
7276,0.3138,-0.6669,10.0812
7296,0.3138,-0.8238,9.7674
7316,0.2746,-0.3923,9.7674
7336,0.3530,-0.7061,10.0420
7356,0.4315,-0.6669,9.6497
7376,0.3530,-0.5884,10.0812
7396,0.3923,-0.7845,9.7674
7416,0.3138,-0.5099,9.6497
7436,0.3138,-0.7453,10.0812
7456,0.3923,-0.7061,9.4928
7476,0.3923,-0.5099,9.9243
7496,0.4707,-0.7061,9.8851
7516,0.3530,-0.6669,9.6105
7536,0.3138,-0.5884,9.9243
7556,0.3923,-0.7453,9.5321
7576,0.2746,-0.5099,9.9636
7596,0.3923,-0.5492,9.9636
7616,0.3530,-0.6276,9.5713
7636,0.3530,-0.5884,10.0028
7656,0.3923,-0.7453,9.5713
7676,0.2746,-0.7061,9.7674
7696,0.4315,-0.6669,10.0812
7716,0.3138,-0.6669,9.5713
7736,0.3923,-0.6669,9.9243
7756,0.4315,-0.7453,9.6105
7776,0.3138,-0.5492,9.9636
7796,0.3923,-0.7845,9.8459
7816,0.3923,-0.7845,9.5321
7836,0.3530,-0.5099,10.1989
7856,0.4707,-0.7453,9.4536
7876,0.3530,-0.5492,9.7282
7896,0.4707,-0.6669,9.9636
7916,0.3923,-0.5884,9.5713
7936,0.2746,-0.7845,10.1597
7956,0.2746,-0.8630,9.6497
7976,0.4315,-0.5492,9.5713
7996,0.3138,-0.7845,9.9243
8016,0.2746,-0.7453,9.5321
8036,0.3138,-0.6276,10.0028
8056,0.3923,-0.7061,9.7282
8076,0.2746,-0.4315,9.7282
8096,0.3530,-0.8238,10.0028
8116,0.3923,-0.7453,9.4144
8136,0.3138,-0.5492,9.8851
8156,0.3923,-0.7453,9.7674
8176,0.3138,-0.6276,9.6497
8196,0.3138,-0.6276,10.0812
8216,0.3923,-0.8238,9.6105
8236,0.3530,-0.5884,9.8851
8256,0.3138,-0.8238,10.0812
8276,0.4315,-0.6276,9.5713
8296,0.2354,-0.5884,10.0812
8316,0.4315,-0.7453,9.6105
8336,0.2746,-0.5492,9.6497
8356,0.2746,-0.7061,10.0420
8376,0.3923,-0.7061,9.5713
8396,0.3530,-0.6669,10.0420
8416,0.3530,-0.6669,9.9636
8436,0.2354,-0.5492,9.5713
8456,0.3530,-0.7061,10.1205
8476,0.3530,-0.7845,9.5713
8496,0.2746,-0.5099,9.6890
8516,0.3923,-0.7845,10.0028
8536,0.3530,-0.7845,9.6890
8556,0.3530,-0.5884,10.2381
8576,0.3923,-0.7061,9.7282
8596,0.3138,-0.5099,9.6105
8616,0.4315,-0.8238,9.9243
8636,0.3138,-0.7453,9.4928
8656,0.2746,-0.5492,10.2381
8676,0.3923,-0.8238,9.7282
8696,0.3138,-0.5884,9.7282
8716,0.4315,-0.6276,10.0028
8736,0.3138,-0.7061,9.6890
8756,0.3138,-0.6669,9.8459
8776,0.3138,-0.8630,9.6890
8796,0.3923,-0.6276,9.4144
8816,0.3530,-0.6669,10.0812
8836,0.3138,-0.8238,9.7674
8856,0.3138,-0.5492,9.7674
8876,0.3923,-0.6276,10.1205
8896,0.2746,-0.8238,9.6105
8916,0.3138,-0.6669,10.0420
8936,0.3530,-0.7453,9.9243
8956,0.2746,-0.5492,9.6105
8976,0.3923,-0.7061,10.1205
8996,0.3530,-0.8630,9.3359
9016,0.3138,-0.5099,9.8851
9036,0.3923,-0.7845,9.8851
9056,0.3530,-0.7061,9.6890
9076,0.3138,-0.7453,10.1205
9096,0.4315,-0.6669,9.4536
9116,0.3530,-0.5492,9.8851
9136,0.3923,-0.8238,9.9636
9156,0.2746,-0.6669,9.5713
9176,0.3530,-0.5884,10.0812
9196,0.2746,-0.7453,9.6890
9216,0.3138,-0.5884,9.7282
9236,0.4315,-0.6276,10.0028
9256,0.3530,-0.6669,9.7282
9276,0.3530,-0.5884,10.0812
9296,0.3138,-0.8238,9.8851
9316,0.3530,-0.4707,9.5713
9336,0.3138,-0.6276,10.1205
9356,0.3530,-0.7453,9.5713
9376,0.3138,-0.5099,9.9243
9396,0.3923,-0.7845,10.0028
9416,0.3138,-0.6669,9.6105
9436,0.2746,-0.5492,10.1205
9456,0.3923,-0.7845,9.7282
9476,0.2746,-0.5099,9.7282
9496,0.3923,-0.7453,10.0420
9516,0.3530,-0.7845,9.4928
9536,0.2746,-0.5099,10.0028
9556,0.3923,-0.8630,9.7282
9576,0.3138,-0.4707,9.7674
9596,0.3530,-0.6669,10.1205
9616,0.3923,-0.6669,9.4928
9636,0.2746,-0.5492,10.0420
9656,0.3530,-0.7845,9.8459
9676,0.3138,-0.6276,9.6105
9696,0.3530,-0.5492,10.0812
9716,0.3138,-0.7845,9.4928
9736,0.3138,-0.6276,10.1205
9756,0.3530,-0.7061,9.6497
9776,0.2746,-0.6276,9.7674
9796,0.3138,-0.7061,10.1205
9816,0.2354,-0.9414,9.4928
9836,0.3138,-0.5492,10.0028
9856,0.3138,-0.7845,9.8459
9876,0.3530,-0.7453,9.7282
9896,0.1961,-0.7061,9.9636
9916,0.3923,-0.7845,9.5321
